target,Subdoligranulum,Bifidobacterium,Coprobacillus,Escherichia,Enterobacter,Bacteroides,Akkermansia,Prevotella,Blautia,Alistipes,Ruminococcus,Eubacterium,Collinsella,Lactobacillus,Parabacteroides,Faecalibacterium,Porphyromonas,Streptococcus,Clostridium,Siphoviridae_noname,Methanobrevibacter,Megamonas,Acidaminococcus,Fusobacterium,Butyrivibrio,Coprococcus,Klebsiella,Roseburia,Megasphaera,Dialister,Parvimonas,Lachnospiraceae_noname,Dorea,Paraprevotella,Erysipelotrichaceae_noname,Bilophila,Odoribacter,Clostridiales_noname,Eggerthella,Desulfovibrio,Citrobacter,Anaerostipes,Phascolarctobacterium,Catenibacterium,Sutterella,Enterococcus,Pseudomonas,Veillonella,Peptostreptococcaceae_noname,Mitsuokella,Oscillibacter,Barnesiella,Peptostreptococcus,Sutterellaceae_unclassified,Bacteroidales_noname,Slackia,C2likevirus,Ruminococcaceae_noname,Haemophilus,Propionibacterium,Adlercreutzia,Acidaminococcaceae_unclassified,Coriobacteriaceae_noname,Solobacterium,Anaerotruncus,Coprobacter,Gemella,Turicibacter,Flavonifractor,Actinomyces,Oxalobacter,Clostridiaceae_noname,Lactococcus,Gordonibacter,Holdemania,Burkholderiales_noname,Atopobium,Rothia,Parasutterella,Alloscardovia,Granulicatella,Olsenella,Leuconostoc,Pseudoflavonifractor,Clostridiales_Family_XIII_Incertae_Sedis_noname,Pantoea,Corynebacterium,Candidatus_Saccharibacteria_noname,Butyricimonas,Scardovia,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Saccharomyces,Oribacterium,Candidatus_Saccharibacteria_noname_unclassified,Deinococcus,Potyvirus,Neisseria,Abiotrophia,Bacillus,Campylobacter,Raoultella
0,0.0023579,0.0379416,1.171e-4,0.0210826,5.09e-5,0.1568802,2.525e-4,0.0012176,0.0027313,3.838e-4,2.99e-5,0.07802150000000001,0.0348892,0.0023797,0.0261812,0.4861403,0,0.0234429,0.0135996,0,0,0,0.0670153,0,0,0,0.0015261,0.0031209,9.42e-5,0.00604319999999999,0,0.0159966,5.84e-5,3.23e-5,6.49e-5,8.3e-5,0,0.0015234,7.074999999999999e-4,0,4.35e-5,2.86e-5,0,0,0,2.01e-5,1.192e-4,0.0108244,0,0,0,0,1.36e-5,3.651e-4,2.71e-5,0,0,0,8.351999999999999e-4,2.17e-4,0,0,0,0,0,0,0,0,3.39e-4,2.02e-5,0,0,0,0,0,0,1.2e-6,2.306e-4,0,0,1.13e-5,1.3e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.018753,0.0227991,0,0.0010061,0,0.1440575,0.0255842,0,3.599e-4,0.6287333,0.0071672,0.0011279,0.0034242,0,0.0074456,0.0543155,0,0,5.122999999999999e-4,0,0,0,0.0251089,0,0,0.0024872,0,0.0015962,0.0015703,0.0073834,0,0.0024077,1.76e-5,0,4.4e-6,0.0039776,0.0041273,0,1.479e-4,2.68e-5,0,0,0,0,0.0069625,0,0,0,0,0,0.0247422,0,0,0,0,0,0,5.805e-4,0,0,9.1e-5,5.792e-4,0,0,7.531e-4,0,0,0,6.128e-4,0,0,0,0,0,1.199e-4,0,0,0,0,0,0,0,0,0.0014144,0,0,0,0,0,3.3e-6,0,0,0,0,0,0,0,0,0,0,0
0,0.002228,0.0431965,0,2.11e-5,0,0.4755919,9.03e-4,3.4e-6,8.055e-4,0.2498294,4.416e-4,0.0016759,0.0135747,0,0.0056056,0.0745104,0,0,4.37e-5,0,0,0,0.0285588,0,0,5.985999999999999e-4,0,3.164e-4,9.103e-4,0.0039074,0,2.798e-4,1.748e-4,0.0242939,0,0.0522111,0,0,0.0010309,2.054e-4,0,3e-6,0,0,0,0,0,0.0015088,0,0,0.004791,0,0,0,0,0,0,4.299999999999999e-6,1.842e-4,4.56e-5,3.5e-6,0,0,0,2.608e-4,0,0,0,0.0013911,0,0,0,0,7.69e-5,7.979999999999999e-5,0.0010769,0,0,0.0096508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0720794,0.1853701,0,0.0083859,0,0.05868789999999999,0,0,0.0010466,0.222646,0.00560289999999999,0.0288678,0.0228101,0,0.0136904,0.2121255,0,0,6.869e-4,0,0,0,0.0117695,0,0,0.0066093,0,0.0045618,0,0.0277945,0,0.0013407,0.0014084,0.0020065,7.69e-5,0.020013800000000002,0.0012093,0,5.199999999999999e-6,1.33e-4,0,0,0,0,0.0259103,0,0,3.678e-4,0,0,0.0177698,0.0012046,0,0,0.0406904,0,0,2.08e-5,0,0,4.09e-5,0,0,0,0.0028739,0,0,0,9.571e-4,0,0,0,0,0,1.825e-4,0,0,0,3.989999999999999e-5,0,0,2.753e-4,0,1.538e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1303734,0,0,0.0784064,0,0.1555771,8.452999999999999e-4,0,0.0197613,0.1613611,0.0068384,0.0078989,1.831e-4,0,0.08479710000000001,0.1963596,0,2.769e-4,0.0065729,0,0,0,0,0,0,0.0057214,0,0.035191,0,0.0114217,0,0.0042041,0.0014303,0,0,0.0128906,0.0041712,5.43e-5,0.0022824,3.78e-5,0,0,0,0,0,0,0,7.530000000000001e-4,0,0,0.0519553,0,0,1.272e-4,0.0010715,0,0,0.00396679999999999,0.0010361,0.0010626,0,0,0,0,0.0020279,3.253e-4,0,0,5.057e-4,0,8.389999999999999e-5,0,0,0,0.001375,6.720000000000001e-5,0,1.143e-4,0,0,0,0,0,2.767e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.09e-5,2.06e-5,0,0.1015197,0.887904,2.53e-5,0,5.500000000000001e-6,4.6e-5,6.7e-6,0,0,0,2.9e-6,0,1.93e-5,3e-7,7.3e-6,0,0,0,0,0,0,0,0,2.792e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044045,0,0,0,0,0,0,0,1.19e-5,0,0,0,0,0,5.482e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0381899,0.028416,0,8.641e-4,0,0.0751149,0.1113131,0.0027842,0.0011487,0.2317139,0.004938,0.009557,0.0012176,0,0.00683699999999999,0.2903621,0,1.08e-5,1.261e-4,0,0,0,0,0,0,7.753e-4,4.91e-5,0.0129298,0,0.0733521,0,5.851e-4,3.662e-4,0,0,0.0081393,0.0033965,0,0,2.56e-5,0,0,0,0,0,0,0,2.393e-4,0,0,0.0074397,0.0269828,0,0,0.0524198,0,0,0,1.695e-4,0,2.351e-4,0,0,0,2.951e-4,0,0,0,0,0,5.053e-4,0,0,3.94e-5,1.843e-4,7.571e-4,3.42e-5,0,0.003867,0,0,0,0,3.47e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0012571,0,0.7850906000000001,0.0011589,0,0,0,0,0,0,0,0,9.975e-4,0,0,0,8.054e-4,0,0,0,0,0,0,0,0,0.0631636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101,0,0,0,0,4.055e-4,0,0,0,0,0,0,0,0,0,0,0,0,3.004e-4,1.222e-4,0,0,0,0,0,0,4.22e-5,0,0,8.01e-5,0,0,0,0,0,0,0,3.775e-4,0,0,3.302e-4,0,0,0,0,1.349e-4,0,0,0,9.22e-5,0,0,0,0,0,0,0,0,0,0,0
1,0.0194169,0.0168164,0,0.1348126,0,0.2048689,0.059941,0,0.027128,0.1702346,4.44e-5,0.0061403,5.756e-4,0,0.0997935,0.0988154,0,6.14e-5,0.0115411,0,0,0,0,0,0,0.0116922,0,0.0197895,1.73e-5,0.0033552,0,0.0125154,0.0037487,0,1.797e-4,0.0120376,0.0129406,1.181e-4,5.791e-4,2e-5,0,0,0,0,0,0,0,1.226e-4,6.84e-5,0,0.00946359999999999,0.0397853,0,0,0.0141639,0,0,0.0012316,8.74e-5,0,0.0010807,0,0,0,0.0018989,3.76e-5,0,0,8.13e-5,0,0,7.867e-4,0,0,9.981e-4,2.5e-6,0,0,0.0017209,0,0,0,0,3.17e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.070309,0.0165171,0,4.195e-4,0.003165,0.3001946,0,0,3.322e-4,0.2924711,0,0.0301744,0.0019442,0,0.08058080000000001,0.1003124,8e-6,0,4.136e-4,0,0,0,0,0,0,2.452e-4,7.316e-4,0.0067471,0,0,0,3.93e-4,2.329e-4,0,0,0.0019746,0.0078452,0,0,0,0,0,0,0,0,0,0,4.71e-5,0,0,0.0128154,0.0183935,0,0.0026927,0.0489175,0,0,2.53e-5,1.308e-4,0,7.25e-5,0,0,0,3.678e-4,0,0,0,2.484e-4,0,0,0,0,0,1.584e-4,0,0,0,0,0,0,0,0,5.491e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2219963,0.0612199,0,0.0142218,0,0.1159065,0,0,0.0023248,0.0743394,0,0.04737230000000001,0.0042181,0,0.0485612,0.3350649,0,0.0012287,5.186e-4,0,0,0,0,0,0,0.0018376,0,0.0334256,0,7.133e-4,0,0.0011938,0.0011122,0,0,0.0020832,1.63e-4,0,0.0010196,0,0,0,0,0,0,0,0,0.0069375,0,0,0.0023349,0.0091998,0,0.0021761,0.0054366,0,0,0,0.0034863,0,4.299999999999999e-6,0,0,0,3.424e-4,0,0,0,7.11e-5,0,0,0,0,3.319e-4,5.501e-4,0,0,1.3e-4,0,0,0,0,0,1.683e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0094817,0.0030447,2.582e-4,0.0110707,0,0.2713649,0.0233863,0,0.0271191,0.0756549,0.0012402,0,2.407e-4,0,0.1588718,0.0036282,0,1.495e-4,0.06144980000000001,0,0,0,0.1070561,0,0,0,0.0263265,0,0,0,0,0.0373704,0,0,6.233e-4,0.025043,0.0070274,4.51e-5,0.0047716,0,0,0,0.0722503,0,0,1.616e-4,0,0,0,0,0.0239013,0.0440025,0,1.264e-4,0,0,0,1.11e-5,0,1.42e-5,0,0,0,0,0,0,0,0,0.0031039,0,0,1.478e-4,0,0,9.816999999999998e-4,1.22e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0275458,0.0170697,0,0.0108629,0,0.0909016,0,0.6122426,7.519000000000001e-4,0.0240595,0,0.0103742,0.0030559,0,0,0.0429122,0,0,0.00708879999999999,0,0,0,0,0.010535600000000001,0,2.02e-5,0,0.0031365,0,0.1042892,0,0.0010399,1.197e-4,0,0,0,0.001182,1.614e-4,9.797e-4,0,0,0,0,0,0,0,0,0,0,0,0.0096869,0,1.934e-4,3.313e-4,0,0,0,0,0,0,0,0,0,0,1.4e-4,0,0,0,0.0031298,0,0,0,0,0,0.0012358,2.93e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1644579,0.1297133,0,5.96e-5,0,0.1017124,0,0,0.0110754,0.0549995,0.0101557,0.0387092,0.0567715,0,0.144832,0.172706,0,4.841e-4,9.997e-4,0,0,0,0,0,0,0.0087738,0,0.06107070000000001,0,0,0,0.0010466,0.0057582,0,5.41e-5,0.0049078,0,0,0.001479,0,0,2.9e-5,0,0,0,0,0,6.307999999999999e-4,1.813e-4,0,0.0104031,0.0074434,0,0.003548,0.0043842,0,0,1.919e-4,6.564e-4,0,4.006e-4,0,0,0,1.378e-4,0,0,0,3.928e-4,2.2e-5,0,0,0,0.0010077,2.138e-4,0,4.6e-6,8.389999999999999e-5,0,0,0,0,0,2.553e-4,0,0,0,0,0,2.96e-5,0,0,0,0,0,0,0,0,0,0,0
0,0.1463984,0.2149975,0,6.41e-5,0,0.0802778,0,0,0.0082426,0.0585087,0.0023855,0.0315487,0.06787,4.299999999999999e-6,0.0920754,0.1985963,0,4.228e-4,9.695e-4,0,0,0,0,0,0,0.0046595,0,0.0467965,0,0,0,0.0011713,0.0050433,0,5.98e-5,0.0056145,2.62e-5,0,0.0029612,4.930000000000001e-5,0,4.9e-6,0,0,0,0,0,5.019e-4,0,0,0.012421,0.00546849999999999,0,0.003034,0.0051053,0,0,1.366e-4,5.735e-4,3.5e-5,0.0012203,0,0,0,1.381e-4,0,0,0,3.137e-4,6.62e-5,0,0,0,0.0013545,2.769e-4,0,2.47e-5,1.083e-4,0,0,0,0,0,4.401e-4,0,0,0,0,0,3.33e-5,0,0,0,0,0,0,0,0,0,0,0
1,0.071323,0.0038267,0,3.247e-4,0,0.3660067,1.315e-4,0.0665814,0.0031472,0.2177064,0.0058297,0.00535649999999999,0.0045465,0,0.0132612,0.1200024,0,3.34e-5,0.0034723,0,0,0,0,0,0,5.045000000000001e-4,1.039e-4,0.012004,0,0.0153335,0,0.0052925,5.836999999999999e-4,0,1.07e-5,0,0.0163532,4.62e-5,9.61e-5,0.0052238,0,0,0,0,0,0,0,0,0,2.4e-5,0.0250952,0.0053246,0,3.759e-4,0.0223326,0,0,0.0021505,0,2.55e-5,0,0,0,0,0.0022313,0,0,0,1.617e-4,0,0,6.028e-4,0,1.2e-6,0.0043127,0,0,3.08e-5,0,0,0,0,0,6.53e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.08389200000000001,0.0165074,0,0.0286511,0.0042905,0.2072334,3.930000000000001e-5,0.0320529,0.0267405,0.1136329,0.0170136,0.0534915,0.0071122,0,0.0517883,0.046019,1.57e-5,8.149999999999999e-5,2.946e-4,0,0,0,0.0373072,0,0,0.0340961,0,0.1386119,0,0,0,0.0018573,0.0165867,0,2.94e-5,0.01236,0.0077823,0,0,0.0033964,0,0,0,0,0.0325917,0,0,0,0,0,0.0067287,0.0113165,2.22e-5,0,0.0014536,0,0,9.884e-4,0,0,0,0,0,0,1.435e-4,0,0,0,2.469e-4,0,0,0,0,0,0.0010043,0.0026823,2.3e-5,0,0.0015727,0,0,6.6e-6,0,2.451e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04319410000000001,1.789e-4,0,8.226e-4,0,0.5885895,0,0,4.205e-4,0.1125528,5.132e-4,2.12e-4,0.0030295,0,0.0135891,0,0,8.1e-6,0.0095675,0,0,0,0.0781139,0,0,0,0,0.0045308,0,0.031805,0,0.0022503000000000002,1.46e-5,0,0,0.0261338,0,1.784e-4,2.497e-4,3.374e-4,0,0,0,0,0,0,0,0,0,0,0.0638978,0,0,0.0061441,0,0,0,0,0,1.9e-6,0,0,0,0,2.416e-4,5.433e-4,0,0,1.988e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173e-4,0,0,0,0,0,0,0,0,0,0,0
1,0.0162661,0.0013317,0,0.0165076,0,0.5836929,0,0,0.0040908,0.1204294,0,0,0.0014493,0,0.1203578,0,4.53e-5,0,0.0463603,0,0,0,0.0057286,1.515e-4,0,0,0,0,0,0,0,0.0017493,0,0,3.34e-5,0.0386813,0.0035158,2.41e-5,0.0023893,1.459e-4,0,0,0,0,0,0,0,4.1e-6,0,3.76e-5,0.0264844,0.0019713,0,0,0,0,0,1.7e-6,0,1.25e-5,0,0,0,0,0.0021553,0,0,0,0.006329,0,0,0,0,0,0,1.4e-6,0,0,0,0,0,0,0,0,0,5.219999999999999e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0308183,0.3964318999999999,0,0.0018531,0,0.0460001,0.0824336,0,0.0021309,0.0979185,0.0440353,0.0573296,0.0099536,0,0.0086813,0.0862482,0,1.517e-4,2.958e-4,0,0,0,4.33e-5,0,0,0.0013529,0,0.0070292,0,0,0,9.277e-4,2.367e-4,0.0119203,0,0.0160068,9.28e-5,0,6.7e-6,0,0,1.688e-4,0,0,0.0760416,0,0,0,0,0,0.0076157,3.699e-4,0,0,0.0127134,0,0,1.005e-4,4.15e-5,0,0,4.7e-6,0,0,1.028e-4,0,0,0,9.83e-5,5.54e-5,0,0,0,6.1e-6,4.14e-5,0,0,0,0,0,0,1.924e-4,0,5.495e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1091221,0.015671,0,0.0014006,0,0.2130668,0.1071352,0.260495,0.0070379,0.0821568,0.0203448,0.0195621,9.287e-4,0,0.0150836,0.0243746,1.403e-4,2.75e-5,0.0086964,0,0,0,0,0,0,0.0247018,0,0.0225412,0,0,0,0.00332,0.0068836,0.0349817,0.0011081,7.613e-4,0.0042325,0,0,3.001e-4,0,1.019e-4,0,0,0.002745,0,0.0011112,3.61e-5,3.614e-4,0,4.287e-4,0.0075061,7.699999999999999e-6,0,0.0014922,0,0,0,0.0010145,0,0,0,0,0,0,1.017e-4,9.3e-6,0,0,0,1.41e-5,0,0,0,3.11e-5,0,0,9.72e-5,0,0,0,1.15e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0463182,0.0049519,0,0.0011924,0,0.0249713,0.0123652,0.7055652000000001,9.063e-4,0.0916165,0.0013975,0.0020266,0.00644279999999999,0,0.0154364,0.0220458,0,0,0,0,0,0,0.01122,0,0,1.473e-4,0,3.022e-4,0,6.11e-5,0,5.985999999999999e-4,4.33e-5,0.00604469999999999,0,0.0135967,9e-4,0,0,5.823e-4,0,0,0,0,0,0,3.295e-4,0,0,0,0.0135248,0.0020312,0,0,0.00524109999999999,0,0,1.81e-5,0,0,0,0.0033461,0,0,2.123e-4,0,0,0,0,0,1.467e-4,0,0,0,0,9.653e-4,0,0,2.001e-4,0,0,0,0,2.36e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0289002,0.00093000000000000005,0,0.0510791,0,0.6065737,3.318e-4,3.107e-4,0.0188604,0.0933105,0,0.0048908,0.0078857,0,0.0121637,0.0376454,0,0.0010897,0.0010284,0,0,0,0,3.522e-4,0,0.0092851,0,0.0079953,0,0,0,8.029000000000001e-4,0.0041953,0,0,0.0133741,0.0309803,0,8.858000000000001e-4,0,0,0,0,0,0.0371137,0,0,2.233e-4,0,0,0.0015512,0.0162054,0,0,6.621000000000001e-4,0,0,0,4.159999999999999e-5,0,0,0,0,0,0,0.0024572,1.71e-4,0,8.57e-5,0,0,0,0,0,3.838e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1185069,9.026e-4,0,0.04588,0,0.0878793,0,0,0.0774666,0.0633693,0.0568338,0.1685748,0.0048837,0,0.0019714,0.1581951,0.0014456,0.0248779,0.00586369999999999,0,0,0,0,3.165e-4,0,0.0169285,0,0.0066213,0,0,2.5e-5,0.0138804,0.06714959999999999,0.0169533,1.954e-4,0.0035919,0.0123588,3.741e-4,0.0054641,0,0,5.319999999999999e-4,0,0,0.0052977,0,0,0.0019473,0.0049167,0,0.0047381,0.006723,0,0,0.0015728,0,0,7.92e-5,7.513999999999999e-4,0,0.0026968,0,0.0023405,2.526e-4,3.956e-4,4.724e-4,1.951e-4,0,4.39e-4,0.0026017,0,0,0,2.682e-4,3.296e-4,0,1.011e-4,0.00143849999999999,3.29e-5,9.966e-4,2.873e-4,2.88e-5,0,0,0,0,0,0,0,0,5.54e-5,0,0,0,0,0,0,0,0,0,0
1,0.1122102,0.04064300000000001,0,0.0052266,0,0.057267,0.0031058,0,0.0351424,0.0287185,0.1556661,0.2346385,0.0104252,0.0026298,0.0086644,0.048254,0,0.0870057,4.562e-4,0,0.028022,0,0.0315972,0,0,0.0337922,0,0.0141344,0.0036265,6.4e-5,5.48e-5,3.195e-4,0.0066205,0,0.0190341,0.0023633,0.0020189,0,0,4.25e-5,0,0,0,0,1.893e-4,2.51e-5,0,4.84e-5,1.933e-4,0,0.0033427,0.002187,3.216e-4,0,3.751e-4,0,0,2.38e-5,0,0,4.26e-4,0,0,1.055e-4,2.289e-4,0,7.678e-4,0,0,0.0012234,2.14e-5,0,1.009e-4,1.6e-6,1.65e-4,0,8.109999999999999e-5,4.6e-5,0,2.25e-5,1.383e-4,5.59e-5,0,2.46e-5,1.2e-6,0,0,0,0,0,2.257e-4,0,0,0,0,0,0,0,0,0,0
0,0.0391074,0.1632245,3.930000000000001e-5,0.0047564,0,0.1464189,6.463e-4,0.2141883,0.0627212,0.001548,0.0657259,0.0030039,0.0992892,8.35e-5,0.0315423,8.85e-5,0,0.004258,9.603e-4,0,0.0036168,0,0.0261145,0,0,0,0,0.0040522,0,0,3.9e-6,0.0065366,0.0539406,0.0109126,5.204000000000001e-4,0.0018151,6.364000000000001e-4,0,0.00430709999999999,1.24e-4,0,0.0046616,0,0,0.009944,0,0,2.51e-5,9.008e-4,0,0.0121063,0,0,0,0.0010313,0,0,1.16e-5,0,0,0.0010528,0,0,8.400000000000001e-6,6.819999999999999e-5,3.723e-4,8.410000000000001e-5,0,3.109e-4,6.955e-4,0,0,5.199999999999999e-6,5.912e-4,2.062e-4,2.29e-5,6.71e-5,2.454e-4,4.66e-5,0,1.99e-5,0,0,3.419e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0602883,0.05480819999999999,0,8.13e-5,0,0.0182242,3.918e-4,0,0.0606432,0.0507872,0.1978126,0.2181257,0,4.91e-4,0.0249792,0.1059226,0,0.0023044,0.083309,0,0.0017367,0,0,0,0,0.0176431,0,0.0438612,0,0,0,0.0160729,0.0173821,0,6.39e-5,0.0015694,0.0019143,0,0.0027583,0,0,0.0061427,0,0,0,0,0,2.08e-5,1.238e-4,0,0.0022381,0.0024649,0,0,7.151000000000001e-4,0,0,4e-5,0,0,0.0027938,0,0,0,0,3.234999999999999e-4,6.51e-5,0,1.61e-5,5.453e-4,5.78e-5,0,0,9.402e-4,9.76e-5,0.0011258,1.48e-5,0,3.914e-4,0,2.31e-5,0,0,6.71e-4,0,0,0,0,0,0,1.87e-5,0,0,0,0,0,0,0,0,0,0
1,0.0924094,0.06352039999999999,3.5e-6,0,0,0.3080648,0.0298319,2.389e-4,0.0341221,0.003228,0.0669576,0.042521,0.0295583,0,0.0318452,0.0273732,0,0.0626214,0.0025756,0,0,0,0.0103442,2.35e-5,0,0.0225243,0,0.0226368,0.0035683,0,0,0.0039525,0.0447603,0.0105506,6.283999999999999e-4,0.0048401,0.0020545,2.21e-5,0,1.01e-5,0,0.0024922,0,0,0.0065596,0,0,3.596e-4,0.0010521,0,0.0115001,0.0107298,0,0,1.709e-4,0,0,3.4e-6,0,0,4.565e-4,0,0.0066696,4.7e-6,5.71e-5,0,6.22e-5,0,1.556e-4,4.762e-4,0,0,0,3.634e-4,3.652e-4,0,1.17e-5,1.768e-4,0,5.331e-4,1.286e-4,7.9e-6,0,7.26e-5,0,0,1.81e-5,0,0,2.221e-4,2.43e-5,0,0,0,0,0,0,0,0,0,0
1,0.0398013,0.1794222,0,0.0511801,0,0.0551431,0.0151531,0.0046504,0.0523805,0.0160102,0.1287921,0.0583641,0.0231176,0,0.00954219999999999,0.1557556,0,0.0047113,1.555e-4,0,0.0037412,0,0.0055487,0,0,0.0245464,0,0.0032762,0,0,0,0.0039979,0.0453435,0.0031421,0.017952,7.82e-4,0.001035,0,4.42e-5,0,0,5.563e-4,0.0394463,0,0.0072999,0,0,0,6.056e-4,3.09e-5,0.0075327,0.0062861,0,0,0.0010285,0,0,1.59e-5,0,0,9.35e-5,0,0,3.71e-5,1.886e-4,4.03e-5,3.9e-6,0,6.649999999999999e-5,4.249e-4,0,0,0,0,5.100000000000001e-5,2.4e-6,5.55e-5,2.1e-6,3.7e-6,7.1e-5,1.071e-4,1.432e-4,0,9.13e-5,0,0,0,0,0,0,4.77e-5,0,0,0,0,0,0,0,0,0,0
1,0.030844,0.0901273,0,0.0036057,0,0.1357899,0.0440421,0.1053938,0.0361768,0.0265594,0.0457646,0.0179085,0.0042918,0,0.0483724,0.0085463,0,0.002865,0.0067799,0,0.1074477,0,0.0536833,4.04e-4,0,0.0039371,0,0.0031027,0,0,0.0034772,0.0012509,0.0118091,0,0.001098,0.00555409999999999,0.0083371,2.105e-4,3.345999999999999e-4,0,2.855e-4,8.026e-4,0,0,2.137e-4,9.875e-4,0,0,0.001044,0.0850463,0.0139388,0.002144,0.0620809,1.48e-5,0.0052387,0,0,3.7e-5,6.26e-5,0,2.906e-4,0,0,0.0097933,1.261e-4,0,0.0073288,0,6.102e-4,2.295e-4,0,0,0,1.6e-6,1.15e-4,0,0,0,0,0,6.91e-5,0,0,9.57e-5,0,0,0,0,0,0,0.0015972,0,0,0,0,0,0,0,0,0,0
1,0.0267197,0.06122449999999999,1.406e-4,0.0032275,0,0.088009,0.0252713,0.0019159,0.0243327,0.0402968,0.177991,0.188551,0.0179173,0,0.0165253,0.05783070000000001,0.1066836,0.0019728,0.0082332,0,0.0497861,0,0,0.0011235,0,0.0202667,0,0.0071629,0,0,0.0015147,0.0100436,0.0162379,0.0110617,1.533e-4,0.0041121,0.0029396,0,8.795999999999999e-4,8.82e-5,0,0.00282,0,0,0.0084172,0,0,0,5.669e-4,0,0.0013728,0.0014335,0.0036601,0,0.0019823,0,0,2.04e-5,0,0,0,0,0,0,2.452e-4,0,0,0,6.59e-5,1.19e-4,3.318e-4,0,0,2.27e-5,1.578e-4,0,0.0045458,0,0,0,0,0,0,9.95e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1011162,0.1015947,6.955e-4,0.0011546,0.0115629,0.3174633,0,0,0.0286739,0.031729,0.1369476,0.0037928,0.0359927,0.0024389,0.00649599999999999,0.017602,8.681e-4,0.07138760000000001,0.0148029,0,0,0,0,0,0,0.0173719,0,0.0054488,0,0,0,0.0043392,0.023637,0.0023102,4.462e-4,0,3.513e-4,6.95e-5,0.0026192,0,0.0037367,0.0014264,0,0,0.0021188,0.0107296,0,1.952e-4,0.002315,0,0.0077097,0,2.47e-5,0,0,0,0,0,0,0,0.0035422,0,0,1.464e-4,6.68e-5,0,1.666e-4,0,0.0033021,0.0092695,0,4.120000000000001e-5,4.294e-4,7.335999999999999e-4,5.184e-4,0,1.788e-4,3.537e-4,0,0,2.735e-4,0,1.76e-5,6.93e-5,2.06e-5,0,6.85e-5,0,0,5.068000000000001e-4,2.404e-4,0,0,0,0,0,0,0,0,0,0
1,0.0476412,0.0016286,0,0.0051776,0,0.05997620000000001,0,0.0068219,0.0327122,0.0171557,0.05354630000000001,0.1797826,0.0033221,0.0027973,0.0167831,0.0719509,0,0.0164078,4.73e-5,0,0.019313,0,0,0,0,0.3210127,0,0.0016931,0,0,3.584e-4,0.0045722,0.0214516,0.003345,0.01991,0.0011548,0.0022327,0.0115898,1.92e-5,0,0,0.012877,0.0099837,0,0.00443,0.0204067,0,2.54e-5,0.00565339999999999,7.22e-4,0.003601,0.0128807,6.35e-5,0,0.0022853,0,0,0,5.65e-5,0,4.346e-4,0,0,1.95e-5,6.71e-5,0,2.641e-4,3.894e-4,0,0,0,0,0.0015282,7.73e-5,5e-6,0,3.8e-6,0,0,0,2.89e-4,6.57e-5,0.0010542,1.21e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
